#OTU ID	S1	S11	S13	S17	S19	S2	S23	S25	S29	S31	S35	S37	S39	S41	S45	S47	S5	S51	S55	S57	S7
Otu6	953	942	1206	459	257	860	541	568	696	287	465	813	198	236	133	87	243	983	305	486	246
Otu4	2000	675	1271	1192	2686	1874	264	373	1382	1423	643	1683	605	759	2103	2187	1197	1182	471	2506	979
Otu49	1167	233	211	245	309	395	522	781	532	473	293	441	89	92	199	212	210	870	153	344	160
Otu3	3508	1612	1222	1128	1689	1094	1137	1291	2062	1650	807	1637	973	1112	1670	1942	587	1449	890	1798	516
Otu8	1754	2340	2169	3989	1915	1089	1839	3914	1942	1675	1982	2500	654	1004	3574	2216	1272	1744	985	1432	661
Otu19	179	384	453	360	338	201	489	677	306	121	159	468	61	72	170	99	321	359	215	270	242
Otu36	90	0	2	1	0	216	0	0	23	8	2	30	15	8	20	20	0	182	17	29	0
Otu1	263	2281	3113	1962	2609	455	749	920	3005	1515	37	450	1671	2623	185	152	1597	394	1877	4480	1206
Otu25	118	197	214	299	49	163	19	55	18	22	1	5	17	6	8	5	168	27	365	42	40
Otu889	984	998	647	344	528	276	480	672	585	519	381	492	252	174	327	351	382	335	204	312	252
Otu16	514	198	196	165	617	231	238	396	351	433	178	284	184	196	502	524	277	299	118	568	209
Otu2	1690	771	428	1064	272	2709	68	151	547	1099	1191	898	185	98	1468	963	655	393	217	175	291
Otu213	20	1	5	9	5	27	7	7	4	4	3	36	2	1	16	7	5	9	2	4	1
Otu114	5	8	37	16	20	5	18	28	17	5	4	18	6	7	8	8	8	14	13	28	7
Otu15	411	178	160	328	736	130	166	237	276	194	209	463	223	244	354	207	195	268	169	498	148
Otu17	200	161	302	443	327	155	137	310	225	294	163	366	112	210	1022	699	172	223	211	337	69
Otu9	204	129	570	324	330	287	213	290	337	530	31	851	378	737	266	201	350	185	419	802	262
Otu18	73	40	64	327	369	49	79	167	60	63	375	108	121	135	335	185	77	62	139	241	58
Otu20	156	359	197	96	115	39	279	466	236	101	55	217	36	78	49	81	48	128	109	143	94
Otu130	9	1	0	2	3	5	0	0	8	1	4	52	0	1	13	13	2	1	2	10	2
Otu5	965	250	192	201	1252	391	162	207	212	208	359	831	1595	1663	575	1235	361	677	222	1033	414
Otu7	388	35	39	148	369	535	42	51	579	826	40	906	139	209	606	577	137	278	88	336	136
Otu239	11	0	0	0	0	18	0	0	0	0	0	5	0	1	2	4	0	1	0	3	0
Otu358	5	4	1	2	0	4	0	3	2	4	0	2	2	1	2	2	2	0	1	7	1
Otu11	486	552	753	1424	1187	505	822	1113	1102	524	299	1154	338	318	950	615	465	712	875	800	396
Otu99	215	130	94	9	6	33	49	133	54	86	43	53	13	5	18	19	20	70	19	28	20
Otu27	196	148	202	145	119	185	50	41	123	95	139	363	41	45	117	74	74	105	79	179	52
Otu22	194	178	73	195	88	297	19	85	100	354	71	208	48	58	177	98	235	73	142	222	108
Otu12	273	168	269	183	139	214	212	192	270	226	70	233	92	79	400	156	203	166	91	210	146
Otu229	279	210	450	80	43	215	182	201	122	73	141	294	20	15	9	10	93	192	22	39	88
Otu56	30	29	41	110	57	22	23	37	54	47	4	13	34	60	60	36	32	16	6	7	21
Otu13	271	286	200	84	99	74	196	423	190	219	81	182	41	28	67	100	56	97	132	199	46
Otu38	115	316	580	429	279	100	169	280	148	120	54	137	128	162	355	128	92	114	88	127	65
Otu67	168	138	101	134	176	60	115	156	134	104	35	88	60	68	102	98	107	66	35	172	105
Otu31	56	128	253	194	94	43	83	251	114	125	48	124	134	72	151	86	81	102	127	111	37
Otu854	5	9	10	51	15	7	9	11	4	13	8	11	3	3	14	3	7	7	3	1	2
Otu94	9	15	16	31	13	8	1	20	4	13	17	13	14	4	33	21	12	17	12	5	5
Otu14	93	188	335	321	219	73	149	282	248	88	267	118	193	65	138	65	191	54	205	217	107
Otu39	20	9	22	15	21	26	13	19	53	36	4	28	27	22	33	14	1	23	24	134	2
Otu10	469	15	48	38	62	454	4	8	122	207	19	250	131	65	1468	727	17	315	94	79	28
Otu369	2	0	1	1	1	6	0	1	1	1	1	2	0	1	2	3	1	0	0	0	0
Otu192	5	2	5	6	8	4	2	7	7	3	4	40	3	3	3	0	8	10	3	15	11
Otu115	12	2	2	16	5	6	3	4	4	11	2	5	6	3	2	5	9	5	1	5	3
Otu42	33	10	20	106	207	24	20	45	56	26	15	76	35	39	56	31	42	32	101	148	30
Otu30	82	0	12	14	17	102	3	0	63	60	195	17	26	58	248	194	3	84	11	9	4
Otu104	10	5	4	12	14	10	2	6	0	9	9	6	1	0	4	8	10	5	0	2	1
Otu944	36	38	30	43	11	45	5	43	27	56	24	95	3	1	17	8	74	16	21	33	47
Otu261	4	5	0	0	0	14	0	0	19	0	0	0	5	0	1	0	1	0	2	0	1
Otu35	75	23	53	40	75	85	18	25	107	72	45	134	48	48	51	55	47	50	52	171	28
Otu46	25	32	49	36	44	25	35	78	30	17	22	106	10	20	39	26	42	48	52	45	26
Otu47	8	30	20	119	11	1	40	89	27	27	10	24	1	1	3	1	30	3	10	5	12
Otu269	13	0	0	0	0	14	0	0	0	0	0	0	2	1	0	0	3	0	0	0	2
Otu23	116	17	33	367	143	100	35	58	44	26	39	35	117	21	101	42	50	5	91	70	33
Otu24	167	364	677	787	681	138	258	485	237	214	77	589	235	316	811	401	193	153	205	344	106
Otu456	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu110	27	22	8	2	9	43	2	7	14	4	4	9	11	7	3	2	9	5	3	17	2
Otu28	169	2	5	1	4	108	1	3	30	71	4	129	25	17	107	31	4	164	4	15	4
Otu29	104	57	57	48	36	31	96	100	55	102	18	17	6	14	60	108	13	31	21	19	8
Otu771	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
Otu248	7	0	0	0	0	15	0	0	0	8	1	0	1	0	1	2	1	1	0	0	2
Otu237	1	4	2	1	2	1	0	2	8	7	2	2	0	3	2	5	4	1	0	5	6
Otu152	5	4	2	5	7	10	4	1	6	9	0	9	7	3	3	10	3	0	2	1	2
Otu853	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu33	77	49	31	75	75	91	9	33	48	81	37	212	21	27	181	134	68	67	56	58	68
Otu557	1	8	6	5	7	0	3	15	2	0	0	2	3	5	1	0	5	5	4	7	3
Otu225	1	24	58	21	6	1	22	14	2	4	0	2	4	1	2	3	8	0	10	4	11
Otu845	2	1	11	16	5	0	5	12	3	3	0	8	3	2	4	8	3	1	5	3	3
Otu466	1	0	2	0	2	1	1	2	1	2	0	1	0	1	3	5	1	1	0	2	0
Otu290	4	0	0	1	0	2	0	0	0	2	1	6	0	0	2	1	19	1	3	1	1
Otu77	34	1	4	0	0	31	1	5	0	1	5	71	4	2	22	18	0	20	14	45	3
Otu199	1	1	1	0	2	4	1	3	4	2	1	4	1	1	1	3	6	2	7	5	2
Otu103	6	10	15	64	48	6	20	65	17	14	2	18	12	12	17	8	8	25	35	33	1
Otu334	6	1	2	1	2	0	3	1	4	1	0	9	4	3	2	2	2	0	2	3	0
Otu34	45	52	165	180	183	98	52	103	103	70	49	510	63	117	172	104	133	126	199	310	94
Otu918	2	4	1	3	5	1	1	1	4	2	0	2	1	2	0	0	3	2	1	2	0
Otu61	23	18	32	61	43	32	43	65	71	35	7	59	26	35	37	31	34	24	28	51	23
Otu125	7	9	10	28	6	11	8	4	6	1	9	4	11	2	18	8	9	4	4	6	8
Otu158	14	10	7	0	0	3	0	4	7	19	9	15	0	0	3	7	1	15	2	0	1
Otu75	4	6	2	7	20	6	5	6	14	5	3	19	5	15	20	13	17	7	10	58	8
Otu843	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu441	2	0	4	0	0	1	0	0	1	1	0	1	0	1	1	1	3	1	0	0	0
Otu147	8	6	0	8	0	19	0	0	7	0	0	0	1	0	3	0	0	0	1	0	0
Otu667	7	28	77	24	22	4	14	49	37	28	4	18	17	13	11	4	9	6	40	48	7
Otu161	1	1	1	3	3	5	6	12	3	2	1	18	1	3	3	0	3	8	2	5	3
Otu193	3	5	4	6	8	2	1	3	4	1	0	9	1	1	2	6	4	2	1	3	0
Otu88	18	1	0	2	1	17	0	0	11	5	1	17	0	3	44	34	4	13	3	9	7
Otu340	3	0	1	1	1	0	0	1	4	1	0	2	0	1	4	6	3	2	0	4	0
Otu281	31	56	46	15	17	9	35	66	20	32	10	12	7	12	13	20	33	14	9	28	14
Otu436	2	2	2	0	3	2	0	4	1	0	2	3	0	0	1	1	1	2	2	1	1
Otu160	10	9	4	1	3	9	2	7	5	3	1	14	4	1	25	20	6	4	1	1	1
Otu48	48	31	10	11	5	97	8	3	93	4	1	4	3	1	19	2	11	2	16	4	9
Otu134	6	2	2	16	0	10	4	2	15	0	1	4	2	1	1	0	1	3	6	8	4
Otu69	7	22	8	4	15	13	32	66	16	15	3	8	5	2	8	7	36	6	9	22	33
Otu83	20	5	8	12	9	22	11	9	15	11	0	13	6	2	5	3	6	10	3	13	6
Otu215	6	12	3	7	9	4	2	5	23	4	2	2	14	2	7	1	10	2	0	2	4
Otu231	6	8	11	4	3	6	4	7	2	2	9	11	1	2	5	8	13	9	7	8	5
Otu238	6	3	2	4	8	1	0	12	1	3	1	2	3	3	4	3	1	2	3	1	1
Otu483	23	42	32	76	20	11	22	72	61	43	21	34	31	29	102	47	22	9	27	36	9
Otu37	24	14	40	36	32	21	8	28	15	9	20	176	7	15	14	6	46	43	53	78	27
Otu553	4	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	7	1	0	2	0
Otu54	19	11	13	17	48	11	19	24	31	20	12	26	12	11	25	43	9	8	8	7	6
Otu325	5	3	0	1	0	5	0	0	1	1	1	1	4	0	3	1	0	1	0	0	1
Otu307	9	4	2	1	2	14	0	0	4	1	0	1	1	0	0	0	2	0	0	2	0
Otu65	16	18	70	35	16	12	31	30	9	7	3	7	4	4	30	13	24	12	9	8	12
Otu53	18	14	27	111	117	18	25	52	41	25	10	71	26	33	31	9	35	28	63	66	29
Otu57	5	30	70	47	44	14	53	89	26	18	8	32	15	11	10	7	37	9	21	30	27
Otu82	30	9	6	13	3	21	0	3	10	8	0	3	6	3	135	4	8	1	3	6	4
Otu81	8	8	10	26	24	13	36	26	27	22	11	100	10	8	17	13	9	16	15	26	13
Otu162	8	3	3	2	2	2	1	5	1	3	1	3	2	3	13	7	4	2	1	8	5
Otu226	8	0	1	0	0	6	0	0	1	0	0	2	0	0	1	0	0	6	0	1	0
Otu70	8	4	15	6	8	19	9	11	20	4	4	55	1	4	13	21	17	9	17	39	18
Otu252	7	2	4	7	1	0	2	3	0	3	1	4	0	0	7	5	0	2	1	5	0
Otu66	17	20	9	11	19	30	3	2	8	8	2	10	4	4	3	6	14	8	2	22	8
Otu128	10	5	3	20	11	21	3	4	3	2	0	0	10	1	5	3	7	1	0	12	5
Otu222	1	2	5	2	5	0	0	4	3	2	0	4	0	1	1	0	1	4	3	1	3
Otu148	1	6	11	4	5	1	3	6	5	2	2	18	4	7	2	5	5	2	7	11	5
Otu44	20	23	30	180	79	20	11	14	24	14	9	36	11	4	29	23	16	6	9	9	11
Otu95	3	13	18	11	13	3	24	77	7	13	1	13	4	6	4	4	21	9	21	10	8
Otu45	27	4	17	10	19	22	4	2	47	37	1	8	12	21	11	22	15	13	7	19	9
Otu21	50	186	256	404	137	71	225	305	89	122	2	119	65	95	24	70	465	38	166	413	423
Otu151	21	11	20	15	26	14	25	41	13	10	14	44	9	15	13	8	19	17	18	40	8
Otu155	1	0	6	2	0	1	2	1	0	7	0	7	3	2	2	3	5	1	2	1	6
Otu194	2	2	1	0	4	0	0	2	2	1	1	5	0	4	3	7	4	6	1	7	0
Otu293	5	0	0	5	0	2	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0
Otu52	26	17	19	206	20	49	6	28	17	17	27	6	15	12	17	8	70	24	100	44	48
Otu399	5	0	0	0	0	2	0	0	0	3	0	1	0	0	1	0	0	3	0	0	0
Otu250	5	2	3	11	2	4	1	4	7	5	0	6	1	0	2	12	6	2	3	5	6
Otu356	11	14	31	196	136	9	36	54	37	25	1	28	14	21	29	10	12	18	83	125	11
Otu142	14	15	16	8	20	9	4	7	26	15	20	15	22	9	68	94	25	8	4	16	17
Otu64	13	41	16	29	15	17	2	25	20	32	30	18	14	22	93	64	40	24	20	26	38
Otu789	3	1	1	0	3	0	0	1	3	0	0	0	0	0	0	0	1	0	0	10	3
Otu100	20	3	0	6	15	22	1	0	9	7	3	23	2	3	0	4	0	14	1	5	6
Otu79	4	13	14	31	33	12	5	13	21	6	3	26	12	19	10	11	25	7	24	36	7
Otu26	20	33	42	511	134	59	166	223	36	15	12	50	14	32	23	15	143	44	197	79	79
Otu87	1	8	9	11	9	2	11	22	4	4	1	4	4	19	2	3	42	1	28	37	25
Otu749	11	32	24	19	2	1	11	21	3	6	1	10	0	1	4	3	4	9	1	9	3
Otu370	49	55	106	153	80	29	32	113	116	113	13	57	91	142	180	68	20	36	20	29	14
Otu668	1	2	2	10	4	0	0	1	1	2	0	1	0	0	0	0	1	3	0	0	1
Otu135	2	0	1	0	0	1	0	0	2	4	0	3	0	5	11	27	0	1	0	2	0
Otu146	16	15	22	10	5	19	0	8	10	20	22	45	1	0	6	4	39	5	3	4	7
Otu165	15	5	0	0	0	21	0	0	4	1	0	0	1	0	0	0	0	1	0	3	1
Otu437	7	6	2	3	1	8	1	2	4	0	0	1	1	0	0	0	1	2	0	1	2
Otu476	1	1	0	0	0	0	0	2	1	0	0	0	2	0	0	1	2	1	2	2	0
Otu173	16	0	1	0	0	57	0	0	0	2	0	0	0	1	1	4	0	0	0	0	0
Otu51	13	70	63	28	29	16	60	138	20	8	6	24	4	5	20	4	60	14	48	34	26
Otu896	1	0	0	7	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Otu124	2	6	7	19	8	1	12	31	6	4	1	11	1	0	3	2	5	12	11	17	5
Otu443	1	1	7	2	1	0	1	2	4	2	0	4	2	0	0	1	4	1	4	5	2
Otu63	18	21	19	1	9	7	3	7	15	14	1	13	2	4	22	26	21	24	14	33	18
Otu178	7	0	2	2	6	16	3	2	11	5	0	5	3	0	1	0	0	7	1	6	2
Otu420	8	3	1	0	2	8	0	2	1	5	0	3	0	3	4	0	6	2	1	4	2
Otu500	2	0	1	3	11	0	1	0	0	1	1	3	1	2	2	1	1	0	3	7	0
Otu364	5	14	26	24	15	4	9	29	10	16	2	20	23	24	32	19	7	6	21	24	7
Otu474	3	1	1	0	2	0	0	0	1	0	1	0	1	1	2	2	1	0	0	0	0
Otu156	7	10	2	0	1	12	1	2	14	0	0	1	2	0	5	3	3	3	1	1	0
Otu849	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu291	1	2	3	1	0	1	0	1	1	1	0	2	0	1	1	1	6	0	1	1	0
Otu105	8	2	3	13	8	1	4	6	10	0	81	11	2	2	14	4	10	13	5	14	5
Otu175	6	16	26	22	19	24	13	13	23	10	4	13	8	10	7	8	31	1	6	11	14
Otu116	4	5	4	4	5	3	10	22	1	1	0	10	0	1	2	0	4	7	16	10	1
Otu144	14	1	2	1	5	26	0	0	2	4	13	5	0	1	15	3	0	4	0	1	5
Otu398	1	1	1	0	0	1	3	4	1	0	0	1	0	1	1	1	3	0	0	0	0
Otu959	8	3	5	2	3	1	4	5	5	4	2	9	1	3	6	7	7	5	4	13	5
Otu111	3	2	10	5	6	7	2	9	10	6	0	30	1	0	7	1	3	4	6	7	5
Otu68	18	14	5	24	28	6	19	31	15	18	1	8	5	4	6	11	16	8	24	31	16
Otu422	7	0	5	4	1	6	0	0	1	0	1	1	2	2	4	1	2	1	0	0	0
Otu783	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	0	0
Otu50	10	17	43	21	35	17	28	73	44	13	5	65	12	22	38	28	13	28	46	101	23
Otu930	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu710	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Otu969	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0
Otu616	2	0	0	0	0	0	0	0	1	0	0	0	1	0	8	9	0	0	0	0	0
Otu525	2	3	2	2	2	1	1	1	3	0	0	2	1	1	1	1	3	0	0	2	1
Otu1000	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0
Otu559	2	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	4	0
Otu297	3	1	0	1	2	1	1	2	3	1	1	2	1	2	0	3	2	2	0	1	1
Otu230	2	6	8	18	12	0	9	10	3	6	0	3	3	3	2	1	13	1	7	6	7
Otu458	5	0	1	1	0	0	0	0	0	6	2	1	0	2	2	2	0	2	0	1	0
Otu43	8	14	33	47	91	6	58	158	26	11	6	48	8	11	17	6	21	46	48	42	3
Otu98	11	4	20	42	10	32	11	11	7	7	3	38	0	4	7	10	16	3	4	1	7
Otu324	5	1	0	2	1	2	1	1	2	1	1	1	1	1	1	1	5	1	1	1	2
Otu58	12	24	26	23	61	4	14	17	12	11	3	23	12	27	9	17	9	5	24	93	13
Otu133	5	1	2	6	13	2	2	1	3	3	0	4	8	1	4	3	5	1	0	8	0
Otu196	3	5	4	2	10	1	1	2	0	0	1	2	0	1	1	1	3	1	2	5	4
Otu774	8	2	1	6	3	10	10	8	7	4	0	6	0	0	2	1	2	4	1	1	2
Otu73	7	13	4	48	14	11	19	14	10	14	2	24	3	2	11	8	9	4	6	4	17
Otu825	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu337	8	4	2	0	0	6	0	1	9	3	0	0	2	0	4	0	2	3	1	4	4
Otu41	6	13	24	9	31	9	11	17	26	20	11	63	8	22	27	60	9	6	12	53	17
Otu272	12	1	0	1	1	5	0	0	11	3	2	1	1	1	5	0	6	2	2	4	1
Otu223	8	6	13	21	16	2	16	17	12	24	2	4	1	6	1	9	12	3	14	6	13
Otu922	1	1	1	3	1	3	1	0	1	0	0	0	2	0	5	3	1	1	0	0	2
Otu224	4	7	2	2	1	6	2	11	5	2	0	3	2	1	4	2	6	0	6	7	2
Otu55	33	2	3	0	6	70	0	0	38	18	0	52	34	20	31	57	0	47	7	82	1
Otu704	2	1	0	0	1	0	1	0	1	3	5	2	0	1	5	5	1	0	1	1	1
Otu303	4	4	4	8	8	2	8	8	8	0	0	3	0	2	3	2	9	0	1	11	6
Otu389	5	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	3
Otu136	9	10	14	11	37	5	6	18	15	16	1	17	16	22	36	39	9	7	18	41	10
Otu228	5	0	10	1	1	4	2	3	8	16	2	5	0	4	12	3	13	7	6	13	3
Otu217	1	2	1	2	0	2	0	1	1	1	0	2	1	4	0	0	2	4	0	4	0
Otu582	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Otu532	1	0	0	1	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
Otu212	3	0	5	1	2	7	0	6	4	2	1	5	2	0	3	1	7	6	2	13	6
Otu97	4	1	1	25	41	2	1	4	4	2	13	1	35	15	11	32	12	2	1	6	7
Otu176	9	0	2	3	2	9	6	1	2	1	0	8	0	0	0	0	1	6	0	1	3
Otu150	5	12	15	17	19	5	6	20	20	11	3	11	11	7	10	7	15	10	15	23	10
Otu447	1	1	1	0	0	0	7	4	1	0	0	1	0	0	1	2	0	0	0	2	1
Otu591	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu601	1	0	0	0	0	2	1	0	1	0	0	0	1	2	1	2	1	0	2	0	1
Otu270	2	1	0	2	2	5	5	3	0	0	2	9	1	0	0	1	2	1	3	2	1
Otu711	20	5	5	6	2	2	1	6	5	4	5	3	6	5	5	48	6	2	2	8	2
Otu117	2	1	1	4	9	8	1	1	5	6	0	22	6	6	13	15	3	1	2	22	4
Otu425	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Otu919	9	7	12	15	10	1	15	12	7	7	1	13	0	11	2	1	3	3	4	7	2
Otu119	14	3	3	0	5	16	1	0	7	5	2	23	3	1	1	3	6	8	0	9	0
Otu263	2	1	0	2	5	3	0	0	1	1	1	4	0	4	0	1	3	8	1	7	3
Otu595	4	0	0	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
Otu750	2	1	0	1	0	1	0	0	2	2	0	1	0	0	2	2	7	0	1	1	2
Otu855	2	0	1	0	0	4	0	1	2	1	0	0	0	0	2	1	1	0	0	0	0
Otu479	3	1	1	2	0	2	0	0	1	0	0	0	3	4	2	2	3	0	1	0	1
Otu950	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu241	3	6	9	29	10	1	5	12	7	5	1	14	2	8	3	4	17	3	6	17	10
Otu826	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
Otu661	3	6	7	9	2	0	14	30	5	3	11	4	3	2	0	1	6	3	8	13	5
Otu923	4	5	1	3	2	2	1	3	6	4	0	10	2	13	8	2	8	5	4	10	3
Otu374	8	3	1	0	2	0	2	7	3	1	2	5	0	1	1	0	0	2	4	2	0
Otu163	2	9	11	12	21	10	2	12	12	12	8	33	6	9	14	11	19	13	31	28	4
Otu234	7	1	0	2	0	4	1	3	3	5	3	6	1	2	0	4	4	13	2	8	6
Otu181	2	3	3	2	1	2	1	11	1	9	8	5	0	0	2	0	5	2	3	4	2
Otu737	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0
Otu62	13	8	15	29	32	11	5	26	24	15	0	17	17	9	11	12	15	26	51	36	11
Otu863	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu875	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0
Otu184	1	3	0	5	7	4	1	0	8	2	0	2	0	1	10	8	3	0	0	2	1
Otu343	3	0	0	17	4	18	0	0	4	3	1	0	1	0	1	1	0	0	0	3	0
Otu298	1	0	0	0	0	1	0	2	3	2	0	0	0	0	7	2	0	1	0	3	1
Otu195	8	4	11	3	1	1	1	5	5	5	0	10	0	6	11	8	15	5	9	12	7
Otu78	11	1	1	45	18	7	6	7	17	8	3	3	10	13	16	10	5	3	4	4	5
Otu177	5	0	0	0	2	14	0	0	0	1	0	5	0	0	5	3	0	7	0	0	0
Otu492	3	0	1	0	0	2	0	1	0	2	0	0	0	1	3	1	6	2	7	2	0
Otu352	6	1	1	2	4	12	3	0	2	1	1	9	7	4	1	1	1	1	0	9	7
Otu868	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Otu468	1	1	0	1	0	0	0	1	2	2	0	0	4	0	1	4	1	1	0	4	0
Otu113	3	3	5	28	18	1	7	9	0	2	2	3	1	1	1	1	13	4	4	17	9
Otu353	5	2	3	0	0	0	0	1	0	5	0	1	1	0	2	16	0	0	0	3	1
Otu640	3	0	4	0	1	0	0	1	1	1	3	2	0	3	0	1	1	2	2	4	2
Otu446	3	1	1	0	0	2	0	0	2	1	0	2	0	0	0	0	0	3	0	5	0
Otu93	1	11	24	56	14	10	0	21	5	10	21	8	26	71	10	8	29	19	12	2	11
Otu344	8	10	20	6	7	7	4	6	1	2	2	16	7	7	6	3	7	5	7	9	2
Otu216	7	2	2	1	10	7	2	2	6	4	0	3	6	5	0	1	13	7	8	6	4
Otu277	6	34	19	28	17	1	1	18	2	7	3	16	16	10	34	33	25	5	32	26	9
Otu236	3	0	4	7	9	4	0	2	2	1	1	2	5	0	1	4	7	0	3	10	3
Otu131	5	5	6	1	2	1	2	5	10	4	0	4	1	2	2	1	11	2	4	1	6
Otu300	2	0	4	1	8	1	0	7	4	1	1	3	0	1	1	1	0	3	5	1	0
Otu243	2	0	0	0	0	4	1	0	0	1	0	1	0	0	3	0	1	1	0	0	0
Otu210	1	0	2	4	3	6	1	0	0	0	1	8	0	0	5	0	5	7	0	0	8
Otu419	1	2	0	0	1	2	1	0	1	0	1	2	0	3	3	1	4	1	1	0	1
Otu143	1	10	2	2	3	1	0	6	2	5	2	5	0	1	23	17	18	2	1	4	7
Otu423	3	2	1	3	2	4	0	1	5	0	0	1	1	2	0	0	4	1	0	2	0
Otu852	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu233	2	4	3	3	2	1	1	1	2	3	16	0	13	6	11	9	6	1	9	5	5
Otu288	1	0	1	0	1	0	0	3	0	0	0	0	0	0	1	0	2	0	2	1	1
Otu187	7	1	2	10	3	7	1	1	4	1	0	1	1	0	34	0	4	0	1	1	1
Otu351	3	3	1	0	0	1	0	0	6	2	0	2	1	0	1	0	1	0	1	0	0
Otu537	1	0	3	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0
Otu945	5	1	0	0	0	3	0	1	0	0	0	0	0	0	3	2	1	0	0	2	0
Otu346	4	2	0	2	0	8	1	0	4	0	0	0	1	1	0	1	0	0	0	0	0
Otu885	2	1	0	2	2	0	0	0	0	0	1	1	0	0	5	2	3	1	0	1	2
Otu313	3	0	0	0	1	2	0	1	2	0	1	2	0	0	5	1	2	3	1	1	0
Otu180	4	17	11	16	1	2	19	45	5	1	2	6	1	1	4	4	7	7	11	9	4
Otu59	3	11	24	136	37	1	11	19	7	1	25	9	8	4	16	4	19	2	20	7	14
Otu861	5	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
Otu211	4	3	2	4	6	7	1	4	7	2	12	12	0	4	11	6	10	1	2	7	7
Otu373	4	4	5	1	0	2	1	9	7	2	0	0	2	1	0	1	5	2	0	4	1
Otu214	4	2	0	6	7	8	0	1	3	7	1	5	5	1	10	6	3	2	2	1	0
Otu279	3	10	2	1	1	5	0	0	3	0	0	1	0	0	0	0	1	0	0	1	2
Otu605	2	1	6	8	8	4	3	5	11	4	1	12	5	12	12	3	12	7	2	9	5
Otu622	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	1	1
Otu523	4	2	3	3	0	2	2	0	0	0	0	0	0	0	0	3	0	0	1	0	2
Otu738	2	4	2	0	0	6	0	0	5	1	0	5	2	0	0	0	2	1	2	3	1
Otu268	8	3	3	2	0	9	1	1	2	1	0	2	0	0	0	1	0	3	0	1	5
Otu424	2	0	0	0	0	0	0	2	0	0	0	4	0	0	2	2	0	1	2	2	0
Otu121	5	4	6	45	36	5	5	9	6	6	0	3	11	6	2	2	5	12	5	0	3
Otu201	1	0	5	10	7	1	6	9	2	1	0	7	0	0	0	1	6	0	8	4	4
Otu722	1	0	1	0	0	4	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0
Otu721	1	1	1	1	1	0	0	1	4	0	0	0	1	0	0	0	1	0	0	0	0
Otu379	1	0	0	0	2	6	0	0	0	0	2	4	0	0	3	1	0	0	0	0	0
Otu404	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu284	2	0	0	0	0	8	0	1	7	0	0	0	0	1	0	0	2	0	0	0	1
Otu808	8	9	4	6	6	0	3	7	5	2	0	8	3	1	2	1	1	4	0	0	1
Otu159	4	5	11	2	1	2	5	6	3	1	0	0	2	0	1	1	8	1	2	3	3
Otu218	2	0	0	3	3	3	1	2	1	0	1	0	0	0	6	0	1	1	0	0	1
Otu518	5	0	1	0	0	7	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0
Otu367	1	0	3	1	8	1	5	3	5	4	0	1	5	0	0	0	1	0	0	0	1
