#OTU ID	S11	S13	S17	S19	S1	S23	S25	S29	S2	S31	S35	S37	S39	S41	S45	S47	S51	S55	S57	S5	S7
Otu1773	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1383	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	4	4
Otu1132	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
Otu434	0	0	1	0	0	1	1	0	0	0	0	10	0	0	0	0	1	16	2	1	3
Otu887	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	2
Otu844	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu1152	0	0	1	0	3	0	0	0	1	2	1	0	0	0	2	1	0	0	0	0	0
Otu420	0	0	2	3	0	0	1	0	0	2	0	2	0	1	1	22	0	0	0	0	0
Otu2153	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu2126	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Otu1464	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu1801	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu711	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	1	3	1	2	0	0
Otu487	0	0	1	0	0	0	0	0	0	0	0	0	11	1	0	0	1	0	0	0	0
Otu668	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0
Otu2043	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
Otu1783	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu1784	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1042	0	0	1	2	0	1	0	1	0	0	0	5	0	1	0	0	1	0	0	5	0
Otu842	0	0	1	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0	5	1
Otu1040	0	0	1	0	6	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1
Otu1507	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1
Otu1058	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	3	0	3	2	5	0
Otu1314	0	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	2	1	0	0
Otu975	0	0	1	0	0	0	0	0	0	0	0	1	2	3	0	0	1	1	0	0	1
Otu1435	0	0	1	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	5
Otu814	0	0	1	0	0	0	0	0	0	0	0	4	0	2	1	7	0	0	0	1	0
Otu1528	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu1055	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	0	4	0	2	1
Otu365	0	0	1	0	1	1	0	2	0	0	0	0	4	7	3	10	0	3	0	2	0
Otu1429	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Otu1990	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1118	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Otu1601	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu656	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2
Otu840	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu1211	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0
Otu753	0	0	0	2	7	0	0	0	0	0	0	0	0	5	3	1	0	0	1	0	0
Otu1670	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Otu389	0	0	0	3	2	0	2	2	0	2	0	2	7	4	1	1	8	7	0	0	1
Otu98	0	0	0	45	33	3	3	0	0	6	0	1	0	0	2	1	4	6	0	29	33
Otu311	0	0	0	9	0	0	0	0	0	0	0	0	1	35	0	0	11	7	0	2	1
Otu1637	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1635	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu1188	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu409	0	0	0	2	3	2	0	0	0	0	0	1	0	4	0	3	10	5	0	0	5
Otu869	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu689	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9
Otu1282	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu990	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	2
Otu1012	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
Otu973	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	3	0
Otu1126	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu607	0	0	0	1	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	3	0
Otu843	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Otu630	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0
Otu554	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	1	0
Otu1975	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0
Otu1802	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu984	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu1706	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1385	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu1350	0	0	0	2	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Otu501	0	0	0	2	9	0	0	0	4	0	0	0	0	1	16	7	1	0	0	0	0
Otu1251	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Otu1809	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu987	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2033	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
Otu1986	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu761	0	0	0	1	0	0	0	0	0	2	0	2	0	2	1	0	1	0	0	0	0
Otu1987	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2009	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu927	0	0	0	3	2	0	1	0	0	2	0	0	0	1	2	0	0	0	0	1	1
Otu323	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	13	22	5	2
Otu1615	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu1183	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	5	0
Otu422	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	1	11	1	0	3
Otu1866	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu817	0	0	0	5	1	0	0	0	0	0	0	0	6	1	0	0	3	2	0	1	0
Otu261	0	0	0	2	0	0	3	2	0	1	0	0	4	6	0	2	5	20	7	2	0
Otu1708	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Otu1066	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	2	0
Otu729	0	0	0	1	0	0	0	0	0	0	0	6	0	2	0	2	0	1	2	0	0
Otu692	0	0	0	1	1	3	0	0	0	0	0	1	0	1	4	0	3	2	0	0	4
Otu2041	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu792	0	0	0	1	5	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu565	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	1
Otu635	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Otu1816	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu1457	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3
Otu703	0	0	0	1	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu713	0	0	0	2	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	1	0
Otu1352	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0
Otu2012	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu758	0	0	0	1	0	0	1	1	0	0	0	0	1	2	1	0	1	0	0	0	0
Otu1133	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
Otu1092	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu2013	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu570	0	0	0	2	1	2	0	0	0	1	1	0	0	4	0	4	1	1	0	4	3
Otu1756	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu260	0	0	0	1	0	0	3	1	0	11	0	0	0	0	2	0	0	1	12	36	8
Otu616	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	4	0	3	0	9	3
Otu2169	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1582	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Otu1444	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu922	0	0	0	2	1	0	0	7	0	0	0	0	0	0	1	1	1	0	0	0	0
Otu783	0	0	0	1	0	0	0	1	0	0	0	0	1	2	2	3	1	0	0	0	0
Otu2015	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2
Otu1047	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	3	0	0	0
Otu536	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4	1	0	2	2	7	6
Otu2078	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu1489	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu847	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu463	0	0	0	2	0	0	6	0	0	0	0	5	0	3	1	0	5	4	3	1	2
Otu651	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	2	1	0	1	4
Otu1611	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu1443	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0
Otu1691	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu1968	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu1069	0	0	0	1	2	1	2	1	0	0	0	0	1	1	0	0	0	4	0	0	0
Otu523	0	0	0	2	0	0	1	0	0	0	0	0	1	14	0	0	0	0	0	0	5
Otu712	0	0	0	1	5	0	2	1	0	0	0	0	0	0	0	0	0	4	2	7	0
Otu454	0	0	0	1	0	0	0	1	0	1	0	0	0	12	0	5	0	0	0	0	0
Otu801	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0
Otu874	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Otu514	0	0	0	4	0	3	0	0	0	2	0	0	8	1	0	0	0	6	2	0	3
Otu846	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	1
Otu1533	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
Otu1084	0	0	0	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
Otu377	0	0	0	1	0	2	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0
Otu533	0	0	0	2	0	0	0	0	0	1	0	1	0	10	0	1	1	0	0	0	3
Otu696	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	0	2	3	0	3	0
Otu1785	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu1430	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu2011	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu1845	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu1141	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	2	0	6	39	2	1
Otu603	0	0	0	2	0	0	0	0	0	0	0	11	4	0	0	0	1	0	0	0	2
Otu1052	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu1366	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0
Otu1465	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Otu1840	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Otu1761	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu408	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	8	0	5	0	0	0
Otu1932	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu591	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	2	0	0	5
Otu1730	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	0	0
Otu1026	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu704	0	0	0	1	0	0	0	0	0	4	0	0	1	2	0	0	1	0	0	1	1
Otu118	0	0	0	2	14	0	0	0	0	0	0	86	12	5	0	0	10	1	1	2	0
Otu676	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	4	0	2	0	0
Otu249	0	0	0	0	160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu797	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu1644	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu717	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1
Otu121	0	0	0	0	4	0	0	0	0	0	0	0	0	0	89	139	0	0	0	0	0
Otu614	0	0	0	0	13	0	0	0	0	4	1	0	0	1	0	0	1	3	0	0	0
Otu1456	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu732	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu360	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	1	0	8	5
Otu251	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0
Otu1717	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1922	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1023	0	0	0	0	3	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu736	0	0	0	0	5	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0
Otu339	0	0	0	0	30	0	0	1	2	2	0	1	1	0	1	6	2	1	0	0	0
Otu1716	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu862	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu461	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Otu852	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu65	0	0	0	0	4	0	0	1	0	0	0	0	0	0	124	249	2	0	0	0	0
Otu983	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
Otu670	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu1850	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu1524	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu74	0	0	0	0	15	0	0	0	1	0	0	0	0	0	192	200	1	0	0	0	0
Otu1962	0	0	0	0	3	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0
Otu1720	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1721	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1312	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1725	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0
Otu841	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	6	0	1
Otu856	0	0	0	0	3	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1
Otu940	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1
Otu1193	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1387	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu485	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Otu967	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	1	7	0
Otu341	0	0	0	0	4	0	0	0	0	4	0	15	0	0	1	0	1	0	0	0	4
Otu612	0	0	0	0	10	0	0	0	0	5	0	0	2	32	10	4	8	0	0	1	0
Otu502	0	0	0	0	6	2	0	0	0	0	0	0	9	1	0	2	0	0	4	0	5
Otu1493	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu1233	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu666	0	0	0	0	3	0	0	1	0	0	0	2	0	2	0	0	0	1	0	4	1
Otu399	0	0	0	0	1	0	0	3	0	5	0	3	0	1	0	0	15	2	1	0	1
Otu562	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	4	6	0	0	0	1
Otu788	0	0	0	0	5	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	1
Otu1626	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu1917	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu787	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Otu576	0	0	0	0	2	0	3	0	0	4	0	0	0	4	0	0	0	0	0	0	1
Otu964	0	0	0	0	3	0	0	1	0	0	0	0	1	0	2	0	0	1	0	1	1
Otu1106	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1672	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu796	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0
Otu1553	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu1671	0	0	0	0	1	0	1	0	0	0	0	1	0	0	4	2	1	25	8	5	0
Otu1411	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu1029	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu1511	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu1518	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu872	0	0	0	0	5	0	0	2	0	1	1	0	0	0	0	3	4	0	1	3	0
Otu1290	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Otu1665	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu1673	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Otu534	0	0	0	0	2	0	5	0	0	0	0	0	0	3	0	0	0	0	0	5	5
Otu145	0	0	0	0	1	0	0	0	0	0	0	0	0	144	0	0	0	0	1	0	0
Otu31	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	12	673	0	1	0
Otu1496	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu883	0	0	0	0	1	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	2
Otu687	0	0	0	0	3	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0
Otu1696	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
Otu1795	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Otu1487	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu1664	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Otu1660	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1693	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
Otu1612	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu854	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
Otu1965	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1550	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu348	0	0	0	0	2	0	0	0	0	0	2	0	0	0	33	18	1	0	0	0	0
Otu845	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	1
Otu1701	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu1512	0	0	0	0	4	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0
Otu396	0	0	0	0	1	1	0	1	0	0	0	0	1	7	2	10	0	1	4	0	1
Otu1508	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu1698	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1654	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2111	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2
Otu871	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu1111	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	7	0	3	0	1
Otu1274	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1666	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu700	0	0	0	0	1	1	0	0	0	3	0	0	0	1	2	5	0	0	0	0	0
Otu1539	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Otu1481	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu518	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	1	0	0	4	6
Otu1412	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Otu613	0	0	0	0	1	0	2	0	0	0	0	6	0	0	0	0	2	0	0	0	0
Otu1107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4
Otu1778	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1220	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu1472	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu1882	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu1081	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0
Otu1697	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu1075	0	0	0	0	1	0	0	0	0	0	0	0	0	10	2	0	2	0	0	2	0
Otu1935	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu2070	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	10	0	2	1	2
Otu1901	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu2051	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
Otu2196	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1
Otu578	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	11
Otu688	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0
Otu387	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu258	0	0	0	0	0	5	1	1	0	0	0	7	8	5	0	1	4	16	5	1	10
Otu1469	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Otu839	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3
Otu800	0	0	0	0	0	8	0	0	0	2	0	0	0	0	2	2	0	7	0	0	0
Otu999	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1167	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Otu1375	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
Otu110	0	0	0	0	0	4	153	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu1272	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
Otu1059	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu908	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	3	1	0	0
Otu411	0	0	0	0	0	5	3	0	0	0	0	0	6	0	0	0	0	0	2	11	4
Otu320	0	0	0	0	0	7	8	8	0	1	0	0	5	0	0	0	0	0	0	0	0
Otu519	0	0	0	0	0	3	9	0	0	0	0	0	0	1	0	0	0	0	0	1	11
Otu1702	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu1689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu1063	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
Otu726	0	0	0	0	0	1	0	1	0	5	0	0	0	2	1	0	0	0	0	0	3
Otu1694	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
Otu418	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu355	0	0	0	0	0	1	4	6	0	8	0	0	9	2	0	0	0	0	1	0	5
Otu598	0	0	0	0	0	4	4	6	0	10	0	6	0	0	0	0	0	0	0	3	4
Otu1288	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0
Otu302	0	0	0	0	0	3	0	14	0	18	0	0	0	0	1	5	0	0	1	0	0
Otu837	0	0	0	0	0	4	0	1	0	0	1	0	0	0	2	0	2	1	0	2	2
